id,lat,lon
187,49.5726096,13.3295697
188,49.6582258,14.4254935
189,50.0744692,14.8607574
190,50.2417701,15.4907692
191,49.7117208,13.2117858
192,49.259407,14.7193304
193,49.1478708,14.1754647
194,49.8363239,13.902867
195,49.3171618,17.4636996
196,50.3239885,12.5174004
197,49.54992235,16.57732984304624
198,50.0740135,14.7305192
199,50.2921062,16.1605457
200,49.9321321,18.0044266
201,49.1535759,16.8763606
202,49.0756576,17.4391723
203,49.425124,13.8825978
204,50.0662793,15.9858513
205,49.6680082,15.403934
206,49.1492236,17.001864
207,49.0889594,17.874808
208,50.6499076,14.737507220395393
209,50.0358007,16.4987852
210,49.7931698,18.3756285
211,50.2296341,13.4118542
212,49.1840287,14.6973904
213,48.9175078,17.0955296
214,50.8171929,14.9687813
215,50.7379436,15.3037997
216,49.1825874,16.3878251
217,50.1228357,16.2135958
218,49.6548233,13.2930682
219,50.4797582,16.1820581
220,50.0874408,16.4648984
221,49.3520529,17.3021634
222,50.6430652,15.2539851
223,50.1513634,16.0776973
224,50.2334117,14.4107808
225,48.9399831,16.7369738
226,49.8664138,14.2609488
227,49.2905709,15.4821668
228,50.2007842,15.993087
229,49.0492698,16.3115273
230,49.7758144,17.7517864
231,49.8334756,14.5899539
232,49.2015498,16.8821032
233,50.5125314,16.0154279
234,49.7126449,17.9031553
235,51.003217,14.4530321
236,49.0419604,17.4662253
237,48.9018932,17.314434
238,49.5767408,18.7645761
239,50.5310646,15.3728809
240,49.0912882,18.0227659
241,49.4661007,18.092283
242,50.1532192,13.9004279
243,50.1223741,12.3488519
244,49.8709009,17.8754742
245,50.154395,15.4603384
246,50.1481264,13.9629115
247,50.139072,12.8077875
248,49.8683954,12.7382081
249,49.0522493,14.4342702
250,50.6091761,15.5064747
251,49.3210159,13.7006943
252,49.1288791,16.6137074
253,49.1847652,15.4524773
254,50.7994117,14.4165592
255,50.5642825,14.6553399
256,49.2888655,16.225908
257,49.5936108,13.1012935
258,49.3905888,13.0394725
259,50.4801187,14.9388306
260,48.8425812,14.6391858
261,50.7610971,14.1041986
262,49.4873383,15.7188513
263,50.0337771,14.2312404
264,49.6977029,13.4734102
265,49.2953802,14.46884
266,50.4389828,14.9305091
267,50.3946132,16.0435698
268,49.6954347,15.2776706
269,48.9814826,16.5245722
270,49.8434267,15.9961932
271,49.0997324,17.7577004
272,50.1209513,17.3831569
273,49.8161125,13.3949879
274,49.52650495,12.942406894513306
275,49.1409048,18.0075634
276,49.2938686,13.1435324
277,49.3567094,17.3644698
278,49.20930535,16.158590934775464
279,50.1826873,12.5502631
280,49.9470444,15.6646587
281,49.2000186,14.2159645
282,50.6214996,13.6000332
283,49.2231391,17.8545076
284,50.1182943,12.531107
285,50.5014795,14.8041263
286,50.08499,14.1318613
287,49.8952972,14.4933502
288,50.0898509,15.0291945
289,49.4707194,15.0036121
290,50.6230807,13.6861489
291,49.740296,15.106074
292,50.3600554,13.7028467
293,49.1236142,16.3364832
294,49.6403939,14.6380296
295,48.9753927,17.2106987
296,50.1179339,16.2903737
297,49.300901,16.6544811
298,50.7766765,14.6329751
299,49.7884424,18.1254099
300,49.7321319,14.667401
301,49.0158765,14.6083357
302,49.0389132,17.8148347
303,50.699992,13.9397526
304,49.602176,13.863958
305,48.9736321,17.2668112
306,50.5409308,15.723285
307,48.988328,17.5268918
308,49.7113567,12.7753178
309,50.226532,14.5855201
310,48.985558,17.3898443
311,49.8457407,13.3655365
312,50.0842625,16.7603582
313,49.9212452,15.8132542
314,49.9119542,13.9779864
315,48.8998724,14.6419628
316,49.0943503,15.8932579
317,50.2709162,12.7842174
318,49.5821789,13.5403535
319,49.3549293,14.7012325
320,50.5368703,16.2335044
321,49.9210128,18.1083515
322,49.7003751,18.2216061
323,49.5768385,15.7385463
324,49.0192524,15.5698865
325,50.7029923,14.8009646
326,50.0663195,15.8526363
327,50.7735891,14.4728675
328,48.8493878,16.892052
329,48.8294852,14.4625166
330,49.7317867,18.2903689
331,48.7742466,14.2861607
332,49.9360148,14.7090689
333,49.0890629,16.6030548
334,49.0379775,16.6171639
335,50.2637622,17.3953643
336,49.1552431,16.3495114
337,48.9095977,13.8883971
338,49.303118,15.0754914
339,49.3068037,15.6766872
340,50.7384678,15.2463402
341,49.409145,16.6270226
342,48.7244326,16.9669476
343,49.4861397,13.5818116
344,49.9918984,14.8557555
345,49.8717573,14.896712
346,50.7413413,14.3112047
347,50.0607602,12.9849922
348,50.5932769,13.6572887
349,49.2852044,17.6834631
350,49.6126397,16.6794242
351,49.9275312,14.2743416
352,50.9254734,15.2299746
353,50.4290274,15.5827632
354,50.9951393,14.5690963
355,50.7657554,14.7614324
356,49.6390886,13.1647362
357,50.1756713,14.4117052
358,49.0663495,14.3660772
359,48.7409486,16.7555364
360,50.1631183,17.5750385
361,50.082904049999996,15.688584456601316
362,49.5576246,13.9506049
363,48.8880893,14.8746872
364,48.7685057,14.9636772
365,49.9821831,13.4874108
366,49.9139823,14.2366056
367,50.4061126,14.044564
368,50.1558258,14.188817
369,50.9145647,14.5062621
370,49.591233,18.1170378
371,50.369326,14.9623322
372,49.5947568,17.3654414
373,50.1988879,14.3624086
374,49.1043477,16.7573682
375,50.1681884,14.054581
376,50.6428488,13.9942622
377,48.8299011,16.4022403
378,49.5537448,13.0696938
379,49.0193392,15.1029382
380,49.27002245,16.428306100953186
381,50.1361194,14.9859741
382,50.0296366,16.6005927
383,50.0784174,16.9347166
384,50.6550196,13.7546017
385,50.2676907,16.1145157
386,50.6585674,15.9080271
387,49.9116692,17.3710729
388,49.8807582,15.064492
389,48.9044074,16.8164581
390,49.6959567,15.8136021
391,49.9020497,15.9339624
392,50.760138,15.3027864
393,49.8931303,13.3829479
394,49.8693093,15.5803962
395,50.1860008,12.7540466
396,50.2819312,14.2361619
397,49.1663541,13.8865967
398,48.8282341,16.8501418
399,50.3058704,12.5610769
400,50.505532,16.0711662
401,49.2478182,17.8014972
402,49.7449432,16.9281353
403,50.0348654,15.4184231
404,49.7939027,17.4427357
405,49.5139792,17.0582398
406,49.9875604,12.874645217105748
407,48.9473112,16.3134526
408,50.665862,15.0898509
409,49.305449,17.0936032
410,49.2484586,17.2079269
411,50.5110401,14.1499933
412,49.2531813,15.188238
413,49.802900750000006,17.615275408149046
414,50.5847441,14.3433242
415,50.2995707,15.8645911
416,50.2071808,15.2975813
417,50.4923155,13.0321201
418,49.5726082,14.5326911
419,50.9041544,15.1146468
420,50.6844952,14.6454503
421,49.6324875,16.7118442
422,49.7099197,13.6541018
423,49.6137072,13.6055617
424,49.506451,16.5172192
425,49.5905186,16.8894268
426,50.3919833,17.0025022
427,50.4382479,15.1281248
428,49.1063907,17.1643277
429,50.6607076,14.9957954
430,50.6837901,15.149789
431,50.1455725,12.6499605
432,50.8772146,15.1816799
433,49.933503,13.3895611
434,49.5331269,14.8085653
435,49.4787107,17.8152939
436,49.8160108,15.4772768
437,50.7137344,15.3153896
438,50.7258788,15.433522
439,49.7535116,14.533402
440,48.6154234,14.3120378
441,50.206466,12.7380047
442,49.0493797,14.1962532
443,49.8934114,16.0284252
444,49.2602542,15.2404051
445,48.9936055,14.5411628
446,49.3512769,18.2400622
447,48.7896693,14.7783906
448,50.6728303,13.9424879
449,50.3629787,12.9299257
450,50.49316,14.1504836
451,49.8592406,13.7711465
452,49.0672875,17.0275122
453,49.4067686,14.8112157
454,49.4305415,17.288071
455,48.9950119,16.8595131
456,49.0701117,16.4649199
457,50.6257349,16.2395252
458,48.9975333,15.3515379
459,50.46708565,15.172159342763022
460,50.1743688,13.4265963
461,50.2373686,15.6327598
462,50.0919193,13.1629708
463,49.4661363,17.0150159
464,50.0284447,15.91244
465,49.3452626,13.2175818
466,49.6878219,13.6580664
467,49.2393496,15.0726025
468,49.9668211,17.6026237
469,50.5730927,13.54717
470,49.1847779,14.8531546
471,50.9650761,14.3628271
472,50.2030082,16.2383273
473,49.7758711,13.2510792
474,49.8757847,13.8968154
475,50.4042725,14.1259073
476,50.2524788,12.4059461
477,50.2710734,14.3277379
478,50.3045869,12.175772
479,50.5857728,14.8040625
480,48.7673396,14.0321919
481,49.8059194,16.1164891
482,50.330851,15.2702931
483,50.0978039,16.0932512
484,50.0418987,15.3580835
485,50.6262304,15.8164318
486,50.0490103,16.0839638
487,50.3093974,12.8718012
488,49.7871435,14.2907781
489,50.1647335,16.4656749
490,49.9612234,16.7657581
491,49.9594637,15.9105428
492,49.4855293,14.5275997
493,50.1702968,12.3614422
494,49.3420839,17.2056673
495,50.6590894,13.7255293
496,50.4763245,13.9900472
497,50.9907708,14.3780786
498,50.1504167,13.0454108
499,49.8767807,14.6770252
500,49.9547046,15.0305803
501,50.1884375,14.0403651
502,50.2208012,12.3466609
503,50.7139357,14.3962321
504,50.0030568,14.977031
505,50.7413554,15.2204627
506,50.1799876,13.3798578
507,49.8571241,13.606275
508,49.3202595,15.3276906
509,49.0815285,14.7181416
510,49.8252575,14.0456045
511,50.3750037,15.2162186
512,49.1076992,16.0606741
513,50.4885904,14.3349996
514,49.5911481,12.717606
515,49.3725903,14.9599829
516,50.9803948,14.2873374
517,50.1617351,16.9473409
518,50.5403416,14.5402337
519,49.8473534,15.6571108
520,50.0984577,13.4717743
521,49.08135,13.9584176
522,49.8882524,15.5314359
523,49.8443072,15.8047822
524,49.4813565,13.2841729
525,50.2513968,12.5586985
526,49.5577012,16.4223306
527,49.64652185,16.5340740944866
528,49.3899269,13.4710601
529,50.70344,15.4295952
530,49.14256145,13.254655150393749
531,50.3034933,15.1699546
532,50.5934272,16.1698265
533,49.715342,12.9800032
534,49.5155508,14.0358191
535,49.6746089,12.6763078
536,49.5108301,12.8023911
537,49.1218443,14.0789263
538,49.6282564,16.3469811
539,49.7889973,13.7346533
540,49.8417849,13.229176
541,50.0091635,12.6256333
542,49.9938908,13.5410653
543,49.0549583,13.9869724
544,49.1434723,13.5560577
545,50.4381922,14.6326066
546,49.1584643,15.1993375
547,50.7720087,15.4315431
548,49.3034789,13.2483379
549,49.7111798,16.0315815
550,49.7116864,15.0135299
551,50.863242,14.48297
552,49.5597086,12.771467
553,49.756027,15.4848587
554,50.4730968,15.3847325
555,50.0019438,16.285279
556,49.4626974,13.7405997
557,50.6855879,15.4015246
558,50.372434,17.1861229
559,50.5318818,15.2664338
560,50.5327407,15.8201467
561,49.3768585,13.9394057
562,50.3092956,17.0982234
563,49.4290263,14.0368614
564,49.7983079,17.0105488
565,49.6371952,17.6516964
566,49.3335778,13.5496097
567,48.9874765,15.9896915
568,50.6611409,14.3011435
569,49.8162537,12.8838251
570,49.4800853,13.402886
571,49.9917746,13.2331924
572,50.7256448,15.6067567
573,50.6948889,14.9213752
574,49.6046057,14.2774188
575,50.4078364,14.4467459
576,49.5112314,15.1783645
577,50.2173339,13.4712007
578,49.50241,13.87575
579,50.3687443,12.8182601
580,49.1703098,13.4548124
581,49.907242,12.9711049
582,50.0834498,12.838314
583,50.4040885,15.6822852
584,50.3309561,15.4363146
585,49.0697105,14.9055137
586,49.2651331,14.9239558
587,50.1091787,12.7863069
588,50.6313766,15.7818364
589,50.6935744,15.7335607
590,49.6130233,15.4135596
591,50.533924,16.1581733
592,50.1046274,13.2490662
593,50.262274,13.2804584
594,50.5850123,13.7720256
595,49.2809304,13.6188949
596,49.9400702,13.0041771
597,50.6062324,13.4369475
598,50.3902893,12.7702188
599,50.0723378,12.9212366
600,50.4664819,13.2373954
601,48.6545255,14.3656325
602,50.0608138,17.3890959
603,50.2448527,17.4811891
604,49.140531,13.5151685
605,50.4097338,12.9244538
606,50.4188425,12.9814194
607,50.3657774,12.6200389
